"overall","zpeer_assess","zjudges_assess","zgpa25","zgpa75","zlsat25","zlsat75","zpct_emp_grad","zpct_emp_9","zaccept","zsf_ratio","zbar_pass_pct"
100,2.75729498972221,2.4639992175322,2.82461263239648,2.25005305593047,2.82485328597866,3.01369207140146,2.40224916269592,1.8153707337482,-2.47749394619825,-1.66258012195369,1.02113541734706
96,2.75729498972221,2.62138626913431,2.59917265428673,2.10354933009669,2.82485328597866,2.81900912105253,2.47753174256246,2.06346006821801,-2.0674087505213,0.00383540080635293,1.34014144398724
95,2.62896912920147,2.62138626913431,2.55408465866478,2.10354933009669,2.64319069524048,2.42964322035467,2.66573819222881,2.24722994560306,-2.41459051446897,-1.82128636221655,0.92752747130592
92,2.50064326868074,2.4639992175322,1.56214875498186,1.07802324926023,2.64319069524048,2.42964322035467,2.63885155656219,2.32992639042633,-1.81053472339395,-0.353253639785084,1.04823245435896
92,2.50064326868074,2.4639992175322,2.14829269806722,2.10354933009669,2.09820292302595,2.23496027000574,2.59583293949559,2.30236090881858,-1.69634894807818,-1.82128636221655,1.13198693239577
88,2.24399154763927,2.14922511432797,1.69741274184771,1.37103070092779,2.46152810450231,2.23496027000574,2.68187017362878,2.22885295786456,-1.03689926565875,-1.1864614011651,1.07286612436979
86,2.11566568711853,1.99183806272585,1.60723675060381,2.0302974671798,1.91654033228777,2.0402773196568,2.70337948216208,2.32992639042633,-1.96153750466141,-0.591313000179375,0.87826013128427
84,2.11566568711853,2.14922511432797,1.47197276373796,2.0302974671798,1.7348777415496,1.84559436930787,2.82705800622853,2.35749187203409,-1.93243311491633,-0.234223959587938,1.23298497944015
83,2.24399154763927,2.14922511432797,2.10320470244527,1.66403815259535,1.55321515081142,1.65091141895894,1.9290443749634,1.51215043606287,-1.9237009210344,0.241894761200644,0.131859929956278
82,1.98733982659779,2.14922511432797,1.78758873309161,1.2977788380109,1.91654033228777,1.84559436930787,1.76772456096367,1.42026549737034,-1.84628641927957,-0.948402040770812,1.168937437412
82,2.24399154763927,2.30661216593008,1.47197276373796,1.15127511217712,1.91654033228777,1.84559436930787,1.61715940123059,1.37432302802408,-1.32294904346116,0.202218201134929,0.94723440731458
79,1.85901396607706,1.99183806272585,0.480036860055037,1.15127511217712,1.18988996933506,2.0402773196568,1.71932861676375,1.30081507707006,-1.3716559188699,-1.42452076155939,1.23298497944015
76,1.85901396607706,1.99183806272585,1.47197276373796,0.492008345925111,1.91654033228777,1.26154551826108,1.77310188809699,1.30081507707006,-1.13373465388247,-0.63098956024509,0.676264037195506
76,1.85901396607706,1.99183806272585,1.33670877687211,1.22452697509401,1.55321515081142,1.65091141895894,1.74083792529705,1.16298766903128,-1.06392564362793,-0.273900519653654,0.484121411111074
73,1.73068810555632,1.5196769079195,1.0661808031404,1.15127511217712,1.55321515081142,1.45622846861001,1.03103074369826,0.90570984069221,-1.11272950523873,-0.591313000179375,0.760018515232311
72,1.60236224503559,1.5196769079195,1.42688476811601,1.59078628967846,1.37155256007324,1.65091141895894,0.573957937365704,0.510604604314357,-1.24980215480075,-0.591313000179375,0.250101546008237
72,1.47403638451485,1.5196769079195,1.1563567943843,1.37103070092779,1.55321515081142,1.65091141895894,1.23536917476458,0.262515269844541,-0.865202717728938,0.281571321266359,1.18618100641958
69,1.21738466347338,1.04751575311315,0.344772873189185,0.785015797592672,1.00822737859689,1.26154551826108,0.31046890783282,0.308457739190803,-1.50324509475592,-0.908725480705097,0.99650174733623
66,0.960732942431908,1.04751575311315,0.885828820652596,1.2977788380109,0.463239606382355,1.06686256791214,0.477166048965869,0.63924351848389,-0.997437033379505,-0.353253639785084,1.29703252146829
65,0.960732942431908,0.890128701511036,1.02109280751845,1.15127511217712,0.82656478785871,1.26154551826108,2.15489211456301,1.77861675827119,-0.375180527699141,1.23380876284352,0.542010535636512
65,1.08905880295264,0.890128701511036,1.0661808031404,1.73729001551224,0.281577015644177,1.26154551826108,1.13857728636474,0.326834726929308,-1.0778103180335,-0.313577079719369,1.62219696561118
65,1.08905880295264,1.04751575311315,1.38179677249406,0.931519523426452,1.55321515081142,1.26154551826108,0.746032405632077,0.0695568985902412,-1.17807124260486,-0.194547399522223,0.138018347458984
64,0.575755360869701,0.26058049510257,1.02109280751845,2.0302974671798,0.463239606382355,1.06686256791214,1.0848040150315,1.31919206480857,-1.48513404605984,-0.47228331998223,1.27855726896017
63,0.704081221390437,0.890128701511036,1.20144479000625,1.59078628967846,1.18988996933506,0.872179617563213,0.0899984953665287,1.2548726077238,-1.16021302530926,-0.353253639785084,0.218077774994164
63,0.575755360869701,0.73274164990892,1.20144479000625,1.00477138634334,1.18988996933506,0.872179617563213,0.315846234966144,0.6759974939609,-1.37931857242817,-1.1864614011651,1.01497699984435
62,0.960732942431908,1.04751575311315,0.885828820652596,0.638512071758891,1.00822737859689,0.872179617563213,0.848201621165237,0.547358579791365,-1.25475302441067,-1.02775516090224,0.910283902298343
61,0.832407081911172,0.73274164990892,1.11126879876235,0.785015797592672,1.18988996933506,1.06686256791214,0.106130476766501,-0.325548337787613,-0.834486522088316,0.043511960872068,0.925064104304838
61,0.704081221390437,0.73274164990892,1.02109280751845,0.418756483008223,0.644902197120532,0.482813716865349,0.638485862965594,0.519793098183609,0.309581754324398,-0.948402040770812,1.16770575391146
58,0.704081221390437,0.890128701511036,0.885828820652596,1.73729001551224,-0.0817481658321778,0.677496667214281,-0.227263805499597,-0.637957129342195,0.350458975093268,-0.194547399522223,0.213151040992
58,0.575755360869701,0.26058049510257,0.61530084692089,1.07802324926023,0.644902197120532,0.677496667214281,0.213677019432984,0.400342677883327,-0.913500733580457,-0.154870839456508,0.971868077325405
57,0.447429500348965,0.307796610583205,0.61530084692089,0.345504620091331,0.644902197120532,0.677496667214281,0.756787059898726,0.087933886328745,-0.533199053292076,-0.869048920639382,0.0345569334135195
57,0.704081221390437,0.575354598306803,1.33670877687211,1.07802324926023,0.463239606382355,0.288130766516417,-0.0444346829665756,0.0419914169824829,-0.120611662281736,-0.313577079719369,0.905357168296177
57,1.08905880295264,1.20490280471527,0.389860868811135,0.125749031340662,0.82656478785871,0.482813716865349,-0.00141606589998239,0.060368404720988,-0.167834720936671,0.00383540080635293,0.289515418025556
57,0.832407081911172,0.73274164990892,0.074244899457479,0.272252757174442,0.281577015644177,0.482813716865349,0.100753149633177,0.0787453924594931,-0.203549237079274,-0.353253639785084,1.71087817765015
57,0.575755360869701,0.73274164990892,0.299684877567233,0.492008345925111,0.463239606382355,0.677496667214281,0.477166048965869,0.4830391227066,-0.125375540654023,-0.0358411592593621,0.396671882572644
56,0.704081221390437,0.890128701511036,0.976004811896498,0.199000894257551,1.00822737859689,0.872179617563213,0.251318309366254,-0.040705027840788,-0.808255972271336,0.00383540080635293,0.684885821699296
56,0.319103639828229,0.26058049510257,1.1563567943843,1.59078628967846,0.644902197120532,0.677496667214281,0.692259134298836,0.602489543006881,-0.765065166522438,0.479954121594935,-0.0036252551032593
56,0.704081221390437,0.575354598306803,0.570212851298939,0.125749031340662,1.18988996933506,0.872179617563213,0.514807338899138,-0.252040386833593,-0.616150014103949,1.19413220277781,0.405293667076434
56,0.960732942431908,0.890128701511036,0.525124855676989,-0.0940065574100099,0.82656478785871,0.677496667214281,0.0308478968999627,-0.35311381939537,0.331482510050379,-0.710342680376521,-0.960643335023804
55,0.575755360869701,0.417967546704687,0.525124855676989,0.418756483008223,0.0999144249059997,0.482813716865349,0.326600889232792,0.326834726929308,-0.455869438967407,-0.750019240442236,0.662715518689552
55,0.575755360869701,0.73274164990892,0.299684877567233,0.418756483008223,0.463239606382355,0.482813716865349,-0.0659439914998722,-0.325548337787613,-0.119713116758291,-0.273900519653654,1.4288226560262
54,-0.0658739417339779,0.26058049510257,0.570212851298939,1.15127511217712,0.463239606382355,0.482813716865349,0.283582272166199,0.786259420391929,-0.410503094860092,0.916396282317802,0.34247780854883
52,0.447429500348965,0.103193443500454,0.434948864433087,0.492008345925111,0.644902197120532,0.677496667214281,-0.173490534166356,-0.702276586426962,-0.597885358835096,-1.06743172096796,0.316612455037465
52,0.704081221390437,0.890128701511036,0.66038884254284,-0.0207546944931182,1.00822737859689,0.872179617563213,-0.555280760632372,-1.35465965114388,-0.599531809847593,-0.47228331998223,-1.7698593948794
51,0.319103639828229,-0.368967711305895,0.344772873189185,0.418756483008223,0.463239606382355,0.0934478161674853,-0.684336611832152,0.519793098183609,-0.349167981207374,0.479954121594935,0.34247780854883
50,0.062451918786758,0.103193443500454,-0.106107083030325,0.345504620091331,0.463239606382355,0.482813716865349,0.665372498632215,0.0971223801979982,-0.802556624120795,0.321247881332074,0.124469828953031
